Unnamed: 0,movie_ids,sources,ratings,ratings_binary,review_texts
20,road_to_morocco,audience,3.0,p,one of the _UNKNOWN_ _UNKNOWN_ duos of their _UNKNOWN_ . their `` road '' _UNKNOWN_ were very popular .
21,road_to_morocco,audience,4.0,p,"_UNKNOWN_ `` road '' film - one of the _UNKNOWN_ - has _UNKNOWN_ _UNKNOWN_ and _UNKNOWN_ , including `` constantly '' and a _UNKNOWN_ hit for crosby , `` _UNKNOWN_ becomes you . ''"
22,road_to_morocco,audience,3.0,p,"on the third _UNKNOWN_ in the road series of _UNKNOWN_ we find bing crosby and bob _UNKNOWN_ _UNKNOWN_ their usual sharpie and schnook ... post _UNKNOWN_ in the 1940s -- zany _UNKNOWN_ , pure _UNKNOWN_ escapism with a string of _UNKNOWN_ for _UNKNOWN_ _UNKNOWN_ ... no _UNKNOWN_ barred spoof of _UNKNOWN_ desert _UNKNOWN_ _UNKNOWN_ undertaken ! !"
23,four_weddings_and_a_funeral,critics,fresh,p,"a likable , _UNKNOWN_ bit of entertainment that propelled _UNKNOWN_ 's career and proved to be box office _UNKNOWN_ ."
24,four_weddings_and_a_funeral,critics,fresh,p,"it does n't matter how _UNKNOWN_ _UNKNOWN_ you see it , you 're _UNKNOWN_ going to smile ."
25,four_weddings_and_a_funeral,critics,fresh,p,"in a _UNKNOWN_ , these _UNKNOWN_ , moneyed , unattached , attractive folks could just as easily exist in the universe of a whit stillman film . _UNKNOWN_ curtis and _UNKNOWN_ ultimately have _UNKNOWN_ too soft to deny them , or us , at least a bit of `` _UNKNOWN_ _UNKNOWN_ '' _UNKNOWN_ ."
26,four_weddings_and_a_funeral,critics,fresh,p,"_UNKNOWN_ curtis 's _UNKNOWN_ is a celebration , and the film 's success is that we end up celebrating with it ."
27,four_weddings_and_a_funeral,critics,fresh,p,"it 's rare to see in a british film : a _UNKNOWN_ point that does n't hinge on _UNKNOWN_ . four weddings and a _UNKNOWN_ is a _UNKNOWN_ affair , but this is one of _UNKNOWN_ fine touches that make it , on the whole , a cause for celebration rather than for mourning ."
28,four_weddings_and_a_funeral,critics,fresh,p,"_UNKNOWN_ the film is basically a _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ , it could n't be more psychologically astute in its portrait of a man who defines himself by his bachelorhood , which _UNKNOWN_ him to get past his fear of commitment ."
29,four_weddings_and_a_funeral,critics,fresh,p,"deftly written by _UNKNOWN_ curtis and directed by the versatile mike _UNKNOWN_ , four weddings is as _UNKNOWN_ as its word , breezily following a small circle of friends through _UNKNOWN_ one of the _UNKNOWN_ the title promises ."
30,four_weddings_and_a_funeral,critics,fresh,p,"four weddings and a _UNKNOWN_ is one of those rare _UNKNOWN_ that have you smiling from the get-go , and keep you that _UNKNOWN_ -- with a few _UNKNOWN_ poignant interludes ( including , of all things , a reading of w.h . auden ) -- right to the end ."
31,four_weddings_and_a_funeral,critics,fresh,p,"most of the acting is _UNKNOWN_ , with special credit going to _UNKNOWN_ as the hero and simon callow in a _UNKNOWN_ supporting role ."
32,four_weddings_and_a_funeral,critics,fresh,p,"the _UNKNOWN_ profanity , bumbling _UNKNOWN_ and hugh _UNKNOWN_ 's floppy-fringed charm _UNKNOWN_ enduringly , endearingly _UNKNOWN_ ."
33,four_weddings_and_a_funeral,critics,fresh,p,"four weddings and a _UNKNOWN_ is a rare movie commodity , an adult _UNKNOWN_ that takes a mostly _UNKNOWN_ , mordant approach to such _UNKNOWN_ as sex and _UNKNOWN_ ."
34,four_weddings_and_a_funeral,critics,fresh,p,hugh _UNKNOWN_ 's body english captures _UNKNOWN_ nuance of his _UNKNOWN_ 's confusion precisely and _UNKNOWN_ .
35,four_weddings_and_a_funeral,critics,fresh,p,"if anyone asks if you want to see four weddings and a _UNKNOWN_ , just say `` i do . ''"
36,four_weddings_and_a_funeral,critics,fresh,p,"neatly structured and _UNKNOWN_ of genuine _UNKNOWN_ for its _UNKNOWN_ , _UNKNOWN_ curtis 's oscar-nominated _UNKNOWN_ is _UNKNOWN_ observed and _UNKNOWN_ served by mike _UNKNOWN_ 's deft direction ."
37,four_weddings_and_a_funeral,critics,fresh,p,"as directed with a _UNKNOWN_ touch by mike _UNKNOWN_ , there 's _UNKNOWN_ doubt as to where it is going or how it will be resolved . that 's all right , _UNKNOWN_ getting there is so _UNKNOWN_ _UNKNOWN_ ."
38,four_weddings_and_a_funeral,critics,rotten,n,"the setup is too arch to support the movie 's detour into poignance , though john hannah does give a _UNKNOWN_ reading of w. h. auden 's `` _UNKNOWN_ blues . ''"
39,four_weddings_and_a_funeral,critics,fresh,p,"the movie dazzles with its slick lines , but there 's a situational intelligence at _UNKNOWN_ too ."
40,four_weddings_and_a_funeral,critics,fresh,p,conveys _UNKNOWN_ that is _UNKNOWN_ and poignantly _UNKNOWN_ about the ceremonies we use to tie the knot and bid _UNKNOWN_ ones _UNKNOWN_ .
41,four_weddings_and_a_funeral,critics,fresh,p,"not _UNKNOWN_ works out neatly for _UNKNOWN_ , but life seems a _UNKNOWN_ _UNKNOWN_ by the end of two hours ' struggle , for the _UNKNOWN_ and for the audience . [ blu-ray ]"
42,four_weddings_and_a_funeral,critics,fresh,p,"sexy , _UNKNOWN_ , _UNKNOWN_ _UNKNOWN_ at its finest ."
43,four_weddings_and_a_funeral,audience,3.5,p,"_UNKNOWN_ british in _UNKNOWN_ it does and encapsulates the _UNKNOWN_ with _UNKNOWN_ affection . i struggle to believe that _UNKNOWN_ 's _UNKNOWN_ was meant to be _UNKNOWN_ considering she spends the _UNKNOWN_ film being evasive , unfaithful and treating men disposably . it seems _UNKNOWN_ to think that _UNKNOWN_ 's affably clumsy genteel self would be so enamoured with her - and it 's this _UNKNOWN_ that permeates through the weddings and the _UNKNOWN_ . it 's _UNKNOWN_ written , _UNKNOWN_ acted and the _UNKNOWN_ between the _UNKNOWN_ is _UNKNOWN_ , but that one _UNKNOWN_ dynamic does break my immersion ."
44,four_weddings_and_a_funeral,audience,3.5,p,a _UNKNOWN_ _UNKNOWN_ is constantly attending weddings but _UNKNOWN_ in a _UNKNOWN_ _UNKNOWN_ . until he meets _UNKNOWN_ and things begin to change .
45,four_weddings_and_a_funeral,audience,4.5,p,"_UNKNOWN_ is entitled to their opinion , but in this case , i 'm not _UNKNOWN_ there 's a debate to be had . _UNKNOWN_ curtis ' script is a pure _UNKNOWN_ , and is still his finest work . he 's struggled to replicate the intricacy of it _UNKNOWN_ , ( notting hill aside perhaps ) , and hugh _UNKNOWN_ 's _UNKNOWN_ _UNKNOWN_ a career _UNKNOWN_ , _UNKNOWN_ it is also worth nudging you in the direction of paddington 2 here ( which can be viewed on prime video ) , as _UNKNOWN_ produces his _UNKNOWN_ work _UNKNOWN_ four weddings ."
46,four_weddings_and_a_funeral,audience,4.0,p,a _UNKNOWN_ _UNKNOWN_ rom-com that is pleasant to watch ! ! ! !
47,four_weddings_and_a_funeral,audience,2.5,n,if you _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ ....
48,four_weddings_and_a_funeral,audience,5.0,p,"delivering _UNKNOWN_ _UNKNOWN_ and relatability , swoonworthy _UNKNOWN_ and _UNKNOWN_ _UNKNOWN_ , `` four weddings and a _UNKNOWN_ '' is a _UNKNOWN_ _UNKNOWN_ ."
49,four_weddings_and_a_funeral,audience,3.0,p,"_UNKNOWN_ , if a _UNKNOWN_ _UNKNOWN_ on actual _UNKNOWN_ . hugh _UNKNOWN_ is the _UNKNOWN_ thing about 'four weddings and a _UNKNOWN_ ' , he gives an amusing _UNKNOWN_ . the plot is obvious and speaks for itself , it does lead to a few _UNKNOWN_ shenanigans . some of the _UNKNOWN_ is iffy , as is some of the editing though . none of the _UNKNOWN_ behind _UNKNOWN_ stood out to me , with the exception of rowan atkinson ; but that 's only down to how _UNKNOWN_ known he is in _UNKNOWN_ , as here he is underused . i found andie _UNKNOWN_ 's _UNKNOWN_ very wooden . i appreciate them not going the obvious route with kristin scott thomas ' _UNKNOWN_ , _UNKNOWN_ if it _UNKNOWN_ her fiona redundant _UNKNOWN_ . just about serviceable , worth _UNKNOWN_ if only once ."
50,four_weddings_and_a_funeral,audience,4.5,p,"there 's a _UNKNOWN_ reason why four weddings _UNKNOWN_ a _UNKNOWN_ in british film : _UNKNOWN_ contributor is working at the _UNKNOWN_ of their game . hugh _UNKNOWN_ - now recognised as the _UNKNOWN_ actor he has _UNKNOWN_ been - _UNKNOWN_ an ensemble of equally fine _UNKNOWN_ actors , all of whom find nuance , pathos and _UNKNOWN_ in the tiniest of roles . _UNKNOWN_ curtis ' script is _UNKNOWN_ and sad and _UNKNOWN_ structured . but perhaps the hero is _UNKNOWN_ mike _UNKNOWN_ , who brings it all _UNKNOWN_ with _UNKNOWN_ skill . a _UNKNOWN_ _UNKNOWN_ ."
51,four_weddings_and_a_funeral,audience,3.5,p,not a _UNKNOWN_ film but one that you think ooh i have to watch it again - i saw it in the 1990 's and it did not _UNKNOWN_ resonate and _UNKNOWN_ it 20 odd _UNKNOWN_ _UNKNOWN_ it still does not take you with it -- you just watch and observe .
52,four_weddings_and_a_funeral,audience,4.0,p,few _UNKNOWN_ are as _UNKNOWN_ as this one . an all _UNKNOWN_ _UNKNOWN_ .
53,what_we_do_in_the_shadows,critics,fresh,p,"it 's all too rare that vampires get to be _UNKNOWN_ . _UNKNOWN_ , we have what we do in the shadows to fill that void ."
54,what_we_do_in_the_shadows,critics,fresh,p,"what we do in the shadows is _UNKNOWN_ brilliance from _UNKNOWN_ to finish , thanks to its _UNKNOWN_ _UNKNOWN_ - the _UNKNOWN_ _UNKNOWN_ are experts in _UNKNOWN_ timing and delivery ..."
55,what_we_do_in_the_shadows,critics,fresh,p,"a _UNKNOWN_ guest-styled mockumentary about vampires _UNKNOWN_ only a _UNKNOWN_ less obvious and opportunistic than a `` _UNKNOWN_ '' feature about vampires , _UNKNOWN_ _UNKNOWN_ clement and taika waititi have _UNKNOWN_ to create a savvy _UNKNOWN_ that works _UNKNOWN_ ."
56,what_we_do_in_the_shadows,critics,fresh,p,"just when you thought mockumentary and vampire _UNKNOWN_ had _UNKNOWN_ themselves out _UNKNOWN_ comes what we do in the shadows , a vampire mockumentary that _UNKNOWN_ _UNKNOWN_ and _UNKNOWN_ ."
57,what_we_do_in_the_shadows,critics,fresh,p,"the execution could use some refining , but the _UNKNOWN_ elements are _UNKNOWN_ _UNKNOWN_ ."
58,what_we_do_in_the_shadows,critics,fresh,p,an endlessly _UNKNOWN_ mockumentary about an illusive _UNKNOWN_ of vampire roommates . _UNKNOWN_ for _UNKNOWN_ watch if you 've not seen it already ...
59,what_we_do_in_the_shadows,critics,fresh,p,it is a _UNKNOWN_ _UNKNOWN_ piffle of a film .
60,what_we_do_in_the_shadows,critics,fresh,p,what we do in the shadows is a _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ ... simultaneously droll and goofy ... one of the _UNKNOWN_ _UNKNOWN_ of the _UNKNOWN_ .
61,what_we_do_in_the_shadows,critics,fresh,p,"i know vampires may have overstayed their welcome in pop _UNKNOWN_ at the _UNKNOWN_ , but trust me when i say this one deserves your attention ."
62,what_we_do_in_the_shadows,critics,fresh,p,_UNKNOWN_ the _UNKNOWN_ structure - and a crack at _UNKNOWN_ obvious vampire gag in the book - the film _UNKNOWN_ _UNKNOWN_ amusing from beginning to end .
63,what_we_do_in_the_shadows,critics,fresh,p,"impressively inventive , and _UNKNOWN_ end to end with remarkably committed _UNKNOWN_ from some very _UNKNOWN_ actors and actresses , what we do in the shadows is the _UNKNOWN_ movie i 've seen so far this _UNKNOWN_ , and the _UNKNOWN_ i 've seen in _UNKNOWN_ ."
64,what_we_do_in_the_shadows,critics,fresh,p,"clement , waititi , and brugh clearly _UNKNOWN_ getting to turn into bats and battling werewolves _UNKNOWN_ as _UNKNOWN_ as they _UNKNOWN_ poking _UNKNOWN_ at the absurdity of it all . their low-key enthusiasm is infectious ."
65,what_we_do_in_the_shadows,critics,fresh,p,"_UNKNOWN_ , what we do in the shadows not only sets the standard for a _UNKNOWN_ vampire _UNKNOWN_ , but also as a _UNKNOWN_ _UNKNOWN_ for 2014 ."
66,what_we_do_in_the_shadows,critics,fresh,p,what we do in the shadows is a remarkably _UNKNOWN_ debut .
67,what_we_do_in_the_shadows,critics,fresh,p,"what we do in the shadows does more than just _UNKNOWN_ the crap path these immortal suckers were on , it proves there are still stories to be _UNKNOWN_ in the _UNKNOWN_ ."
68,what_we_do_in_the_shadows,critics,fresh,p,"the _UNKNOWN_ are all winningly guileless , but the _UNKNOWN_ surprise of the film is how _UNKNOWN_ their _UNKNOWN_ is ."
69,what_we_do_in_the_shadows,critics,fresh,p,"_UNKNOWN_ shaun of the dead before it , this film respects the lore of its subject matter _UNKNOWN_ while skewering it ."
70,what_we_do_in_the_shadows,critics,fresh,p,"cute , and affectionately droll as it mines through the plentiful amount of vampire stereotypes , clement and waititi expertly command the film 's _UNKNOWN_ balance , though it often does n't exceed the limitations of its genre ."
71,what_we_do_in_the_shadows,critics,fresh,p,"after so _UNKNOWN_ _UNKNOWN_ tv shows about the rich and famous , here 's a _UNKNOWN_ more _UNKNOWN_ _UNKNOWN_ with the _UNKNOWN_ stylish who just happen to be immortal ."
72,what_we_do_in_the_shadows,critics,fresh,p,one of the _UNKNOWN_ _UNKNOWN_ of 2014 .
73,what_we_do_in_the_shadows,audience,5.0,p,i will _UNKNOWN_ get over petyr .
74,what_we_do_in_the_shadows,audience,5.0,p,"it 's _UNKNOWN_ seeing queer representation _UNKNOWN_ the whole show , the _UNKNOWN_ is _UNKNOWN_ and the wide range of creatures is _UNKNOWN_ . ca n't wait for season four !"
75,what_we_do_in_the_shadows,audience,5.0,p,"_UNKNOWN_ ! _UNKNOWN_ to incorporate _UNKNOWN_ vampire cliche and trope there is , from _UNKNOWN_ to _UNKNOWN_ . so _UNKNOWN_ you and your friends will be repeating bits of it for hours _UNKNOWN_ . oh , and it has werewolves , too . all in scary ( ! ) _UNKNOWN_ , _UNKNOWN_ zealand ."
76,what_we_do_in_the_shadows,audience,4.0,p,"proof the vampire genre is , if not exactly alive , at least undead ."
77,what_we_do_in_the_shadows,audience,5.0,p,a _UNKNOWN_ cult _UNKNOWN_ . _UNKNOWN_ and _UNKNOWN_ _UNKNOWN_ .
78,what_we_do_in_the_shadows,audience,5.0,p,"_UNKNOWN_ the stylisation and the _UNKNOWN_ angle to the _UNKNOWN_ . the level of _UNKNOWN_ is _UNKNOWN_ matched with the oddball nature of the crowd being ‘ filmed ' . more _UNKNOWN_ _UNKNOWN_ than _UNKNOWN_ horror , as the ‘ horror ' element , _UNKNOWN_ , is n't ! lol . _UNKNOWN_ _UNKNOWN_"
79,what_we_do_in_the_shadows,audience,5.0,p,hehe this is my _UNKNOWN_ movie it 's so _UNKNOWN_
80,what_we_do_in_the_shadows,audience,3.5,p,bem divertido esse documentário fake de vampiros ... hehehe _UNKNOWN_ é sempre ótimo !
81,what_we_do_in_the_shadows,audience,5.0,p,"_UNKNOWN_ _UNKNOWN_ vampire spoof from _UNKNOWN_ zealand 's finest ! writers and _UNKNOWN_ taika waititi and _UNKNOWN_ clement 's horror _UNKNOWN_ mockumentary what we do in the shadows ( 2014 ) is a _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ spoof of all things vampiric . they parody and _UNKNOWN_ around with bram stoker 's iconic monster the vampire from blood draining to not appearing in mirrors with _UNKNOWN_ _UNKNOWN_ zealand accents and dry _UNKNOWN_ . waititi and clement 's writing _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ and _UNKNOWN_ , so what we do in the shadows _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ in spirit waititi 's jojo rabbit or clement 's _UNKNOWN_ of the conchords . taika waititi and _UNKNOWN_ clement 's direction is simply magnificent to _UNKNOWN_ . what we do in the shadows is filmed _UNKNOWN_ a _UNKNOWN_ , but for _UNKNOWN_ _UNKNOWN_ of these pretend subjects , _UNKNOWN_ _UNKNOWN_ rob reiner 's influential mockumentary this is spinal tap . _UNKNOWN_ _UNKNOWN_ bluck and dj stipsen 's hand held _UNKNOWN_ work keeps the _UNKNOWN_ _UNKNOWN_ in wide angle _UNKNOWN_ _UNKNOWN_ you 're _UNKNOWN_ there , while diverting to interview segments _UNKNOWN_ a _UNKNOWN_ . it _UNKNOWN_ is _UNKNOWN_ _UNKNOWN_ interviews with various vampires for a black _UNKNOWN_ _UNKNOWN_ . the _UNKNOWN_ _UNKNOWN_ of the film is _UNKNOWN_ going out for a lark with your friends _UNKNOWN_ shaun of the dead or the _UNKNOWN_ 's end with a bit of edgier _UNKNOWN_ _UNKNOWN_ trainspotting . it 's super _UNKNOWN_ to see these archetypes of vampires get parodied _UNKNOWN_ max schreck 's creature _UNKNOWN_ _UNKNOWN_ , bela lugosi 's gentleman dracula , _UNKNOWN_ lee 's bloodthirsty horror of dracula , frank langella 's _UNKNOWN_ dracula , klaus kinski 's _UNKNOWN_ the vampyre , tom cruise and brad pitt 's vampires from the interview with the vampire , gary _UNKNOWN_ 's monstrous count dracula and his _UNKNOWN_ dracula , _UNKNOWN_ roxburgh 's _UNKNOWN_ dracula , robert pattinson 's _UNKNOWN_ vampire _UNKNOWN_ , alicia silverstone and krysten ritter 's vamps , to luke evans ' handsome sympathetic dracula . i 'm _UNKNOWN_ there are other vampires referenced too if you look _UNKNOWN_ _UNKNOWN_ . as a fan of vampire horror _UNKNOWN_ and vampire lore , what we do in the shadows spoofs the _UNKNOWN_ , while adding a contemporary locale of _UNKNOWN_ _UNKNOWN_ , _UNKNOWN_ zealand in the _UNKNOWN_ . ra vincent 's production design is _UNKNOWN_ for the _UNKNOWN_ _UNKNOWN_ in _UNKNOWN_ zealand reimagined as a group of vampire mates living _UNKNOWN_ in bloody filth . taika waititi 's friendly vampire viago is very cute and _UNKNOWN_ . he 's _UNKNOWN_ frank langella 's _UNKNOWN_ dracula mixed with bela lugosi 's _UNKNOWN_ gentleman vampire , but with more frills . waititi _UNKNOWN_ said that he based viago off of his mother . _UNKNOWN_ clement 's vampire vladislav is cool as a vlad the impaler type , clearly _UNKNOWN_ _UNKNOWN_ of and homaging gary _UNKNOWN_ 's dracula . jonny brugh 's try _UNKNOWN_ vampire deacon is a blast with his psychic suggestion and bat transformations . ben fransham 's vampire petyr is an _UNKNOWN_ parody of max schreck 's _UNKNOWN_ and klaus kinski 's _UNKNOWN_ the vampyre . his hideous appearance , shadowy nature , creeping around , and vicious bloodlust are _UNKNOWN_ tributes to the _UNKNOWN_ film incarnation of a vampire . i appreciate how closely they matched max schreck 's make-up and costume from _UNKNOWN_ for petyr . cori gonzalez-macuer 's hipster vampire victim nick is a _UNKNOWN_ parody of _UNKNOWN_ 's _UNKNOWN_ vampires i 'd say . _UNKNOWN_ rutherford is _UNKNOWN_ as their it pal stu . jackie van beek is _UNKNOWN_ and sympathetic as deacon 's _UNKNOWN_ familiar jackie . her righteous indignation over not getting turned into a vampiress is a riot to watch . elena stejko is _UNKNOWN_ and cool as vampiress pauline the beast . rhys darby 's supporting role as the alpha male werewolf anton is so _UNKNOWN_ . it 's _UNKNOWN_ to see _UNKNOWN_ clement _UNKNOWN_ darby as he was _UNKNOWN_ in _UNKNOWN_ of the conchords ' show . ian harcourt 's polite zombie is a quaint cameo during the unholy _UNKNOWN_ sequence . lastly , child actresses morgana hills and morag hills are seriously adorable as the _UNKNOWN_ vampiresses seeking out pedophiles to kill and drain their blood around the _UNKNOWN_ area of _UNKNOWN_ zealand . furthermore , plan 9 's _UNKNOWN_ is _UNKNOWN_ _UNKNOWN_ itself with plenty of _UNKNOWN_ _UNKNOWN_ folk _UNKNOWN_ stuffed in here for a chuckle . editors jonathan woodford-robinson , yana gorskaya , and tom eagles splice _UNKNOWN_ historical _UNKNOWN_ and _UNKNOWN_ with recreated _UNKNOWN_ for a _UNKNOWN_ mockumentary _UNKNOWN_ . the joke pacing and conversations cut quickly to keep the _UNKNOWN_ _UNKNOWN_ for a breezy 86 _UNKNOWN_ of vampire frolicking and feasting . in short , i simply adored what we do in the shadows . it 's honestly up there with taika waititi 's _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ jojo rabbit or hunt for the wilderpeople ."
82,what_we_do_in_the_shadows,audience,4.0,p,_UNKNOWN_ addition to the mockumentary genre . waititi and clement make hilarity look effortless . i _UNKNOWN_ out loud _UNKNOWN_ _UNKNOWN_ .
83,uhf,critics,fresh,p,goofy '80s _UNKNOWN_ is still _UNKNOWN_ but has dated stereotypes .
84,uhf,critics,fresh,p,"the individual _UNKNOWN_ may be _UNKNOWN_ than the sum of the whole , but man , are those _UNKNOWN_ _UNKNOWN_ ."
85,uhf,critics,fresh,p,"it 's agreeably goofy , and it _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ anyone could do , _UNKNOWN_ if that 's not the case ."
86,uhf,critics,fresh,p,weird al 's film has n't _UNKNOWN_ a bit ...
87,uhf,critics,fresh,p,"has _UNKNOWN_ but the kitchen sink , and while it does n't _UNKNOWN_ hit the _UNKNOWN_ notes of inspiration , it _UNKNOWN_ a lovable spiritedness and offers the odd gut-buster . and dumb guy _UNKNOWN_ . uhf has some of the _UNKNOWN_ dumb guy _UNKNOWN_ around ."
88,uhf,critics,rotten,n,nan
89,uhf,critics,rotten,n,"_UNKNOWN_ weird al starrer ... enuhf , please !"
90,uhf,critics,rotten,n,nan
91,uhf,critics,rotten,n,nan
92,uhf,critics,rotten,n,nan
93,uhf,critics,fresh,p,"`` today , we 're teaching poodles how to fly ! '' michael _UNKNOWN_ is _UNKNOWN_ ."
94,uhf,critics,fresh,p,"watchably amusing , _UNKNOWN_ more ."
95,uhf,critics,rotten,n,nan
96,uhf,critics,fresh,p,"if the idea of a weird al movie is anathema to you , just do n't bother reading anything i write , _UNKNOWN_ ."
97,uhf,critics,fresh,p,nan
98,uhf,critics,fresh,p,nan
99,uhf,critics,fresh,p,"weird al again proves himself the king of skit , spoof and _UNKNOWN_ in between"
100,uhf,critics,fresh,p,nan
101,uhf,critics,rotten,n,_UNKNOWN_ _UNKNOWN_
102,uhf,critics,fresh,p,uhf is about as _UNKNOWN_ as it gets when it comes to _UNKNOWN_ _UNKNOWN_ .
103,uhf,audience,4.0,p,"uhf was one of the _UNKNOWN_ _UNKNOWN_ i _UNKNOWN_ bought with my own money . this bizarre `` weird al '' yankovic _UNKNOWN_ wo n't please _UNKNOWN_ , but it _UNKNOWN_ is a _UNKNOWN_ of mine . and _UNKNOWN_ though the parodies are a _UNKNOWN_ dated now , i still think the sketches are _UNKNOWN_ , the _UNKNOWN_ is amusing , and the _UNKNOWN_ are a lot of _UNKNOWN_ to watch . it 's quotable , it 's _UNKNOWN_ , and it _UNKNOWN_ me wish spatula _UNKNOWN_ was a _UNKNOWN_ store ."
104,uhf,audience,4.0,p,_UNKNOWN_ _UNKNOWN_ and _UNKNOWN_ creative in a _UNKNOWN_ _UNKNOWN_ . worth seeing michael _UNKNOWN_ before he went _UNKNOWN_ !
105,uhf,audience,0.5,n,"i _UNKNOWN_ it once when i was _UNKNOWN_ and i remember i kinda _UNKNOWN_ it but remembered _UNKNOWN_ specific about it , because it 's _UNKNOWN_ _UNKNOWN_ . _UNKNOWN_ again now in my 30s , i did n't care for it . i _UNKNOWN_ it about _UNKNOWN_ before i gave up . i did n't _UNKNOWN_ once . it 's not very _UNKNOWN_ or _UNKNOWN_ . the _UNKNOWN_ has all been done _UNKNOWN_ _UNKNOWN_ before ."
106,uhf,audience,3.0,p,"weird al yankovic is george _UNKNOWN_ , who routinely gets fired from _UNKNOWN_ job he gets . when he 's offered the job of managing a struggling uhf tv station , he inadvertently turns it to a success with his quirky programming . _UNKNOWN_ flick with some _UNKNOWN_ parodies . michael _UNKNOWN_ and victoria jackson costar . _UNKNOWN_ _UNKNOWN_ with a standout _UNKNOWN_ from _UNKNOWN_ ."
107,uhf,audience,5.0,p,"_UNKNOWN_ , _UNKNOWN_ , & a parody of _UNKNOWN_ _UNKNOWN_ ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !"
108,uhf,audience,5.0,p,"if you _UNKNOWN_ parodies , spoofs , _UNKNOWN_ _UNKNOWN_ _UNKNOWN_ and weird al yankovic , please do yourself a favor and watch this ."
109,uhf,audience,4.0,p,weird al . _UNKNOWN_ more to add . very _UNKNOWN_ and _UNKNOWN_ .
110,uhf,audience,5.0,p,"i _UNKNOWN_ an account to right the wrong of the existing _UNKNOWN_ for this work of _UNKNOWN_ . this is the _UNKNOWN_ movie _UNKNOWN_ to bless us in the mortal _UNKNOWN_ . anyone who says otherwise must fight the 7 dragons of the material plane . the quest will begin in the forest of shadow and reach the elder tree where the dragon of green awaits . _UNKNOWN_ , i digress , _UNKNOWN_ movie , seen it a million _UNKNOWN_ , i can quote _UNKNOWN_ line . it _UNKNOWN_ freaking weird al yankovich for crying out loud ! ! ! so yeah , you should watch it ."
